559598,2,7626,5000,65,65,FreVIPClaim
2000555,2,2098,5000,045,065,HalloweenQuest
16851,2,4276,1764,083,059,( ClassPK )
122,2,7506,5000,51,55
118,2,2380,5000,077,055
110,2,1218,5000,078,058
201,2,8670,500,064,055, PoleDomination
6135,2,1776,1000,471,643,FrozenGrotto
6144,2,1777,1762,365,617,FrozenGrotto
15538,2,1646,1002,426,396,( Diamond )
15539,2,86,1212,397,406,Teleporter
81702,2,1176,1000,312,8
81700,2,1176,1020,525,893
81703,2,1176,1011,934,562
4293,2,1176,1002,45,395
15745,2,8450,1004,48,32
1882,2,9446,1770,44,44
1883,2,9446,1771,44,37
1884,2,9446,1772,51,43
1885,2,9446,1773,51,45
1886,2,9446,1774,41,34
1887,2,9446,1775,46,40
1888,2,9446,1777,51,50
103011,2,7190,2090,56,23
4026312,2,317,2057,482,367
168052,2,317,2068,46,45
8616,2,11280,6072,63,33
81701,2,2910,5000,060,060,CouplesPKEvent
1153,2,6520,1351,489,372
1154,2,6520,1352,670,465
1155,2,6520,1353,790,545
1156,2,6520,1354,7,292
50,16,1086,1036,118,217
51,16,1086,1036,118,213
52,16,1086,1036,118,209
53,16,1086,1036,118,205
54,16,1086,1036,118,201
55,16,1086,1036,118,197
56,16,1086,1036,118,193
57,16,1086,1036,118,189
58,16,1086,1036,118,185
59,16,1086,1036,118,181
60,16,1086,1036,118,177
61,16,1086,1036,118,173
62,16,1086,1036,125,217
63,16,1086,1036,125,213
64,16,1086,1036,125,209
65,16,1086,1036,125,205
66,16,1086,1036,125,201
67,16,1086,1036,125,197
68,16,1086,1036,125,193
69,16,1086,1036,125,189
70,16,1086,1036,125,185
71,16,1086,1036,125,181
72,16,1086,1036,125,177
73,16,1086,1036,125,173
74,16,1086,1036,150,217
75,16,1086,1036,150,213
76,16,1086,1036,150,209
77,16,1086,1036,150,205
78,16,1086,1036,150,201
79,16,1086,1036,150,197
80,16,1086,1036,150,193
81,16,1086,1036,150,189
82,16,1086,1036,150,185
83,16,1086,1036,150,181
84,16,1086,1036,150,177
85,16,1086,1036,150,173
86,16,1086,1036,157,217
87,16,1086,1036,157,213
88,16,1086,1036,157,209
89,16,1086,1036,157,205
90,16,1086,1036,157,201
91,16,1086,1036,157,197
92,16,1086,1036,157,193
93,16,1086,1036,157,189
94,16,1086,1036,157,185
95,16,1086,1036,157,181
96,16,1086,1036,157,177
97,16,1086,1036,157,173
98,16,1086,1036,178,268
99,16,1086,1036,178,263
100,16,1086,1036,178,258
101,16,1086,1036,178,253
102,16,1086,1036,178,248
103,16,1086,1036,178,243
104,16,1086,1036,185,268
105,16,1086,1036,185,263
106,16,1086,1036,185,258
107,16,1086,1036,185,253
108,16,1086,1036,185,248
109,16,1086,1036,185,243
110,16,1086,1036,210,268
111,16,1086,1036,210,263
112,16,1086,1036,210,258
113,16,1086,1036,210,253
114,16,1086,1036,210,248
115,16,1086,1036,210,243
116,16,1086,1036,217,268
117,16,1086,1036,217,263
118,16,1086,1036,217,258
119,16,1086,1036,217,253
120,16,1086,1036,217,248
121,16,1086,1036,217,243
122,16,1086,1036,269,174
150,16,1086,1036,166,152
151,16,1086,1036,166,147
152,16,1086,1036,166,142
153,16,1086,1036,166,137
154,16,1086,1036,166,132
155,16,1086,1036,166,127
156,16,1086,1036,173,152
157,16,1086,1036,173,147
158,16,1086,1036,173,142
159,16,1086,1036,173,137
160,16,1086,1036,173,132
161,16,1086,1036,173,127
162,16,1086,1036,198,152
163,16,1086,1036,198,147
164,16,1086,1036,198,142
165,16,1086,1036,198,137
166,16,1086,1036,198,132
167,16,1086,1036,198,127
168,16,1086,1036,205,152
169,16,1086,1036,205,147
170,16,1086,1036,205,142
171,16,1086,1036,205,137
172,16,1086,1036,205,132
173,16,1086,1036,205,127
174,16,1086,1036,230,217
175,16,1086,1036,230,213
176,16,1086,1036,230,209
177,16,1086,1036,230,205
178,16,1086,1036,230,201
179,16,1086,1036,230,197
180,16,1086,1036,230,193
181,16,1086,1036,230,189
182,16,1086,1036,230,185
183,16,1086,1036,230,181
184,16,1086,1036,230,177
185,16,1086,1036,230,173
186,16,1086,1036,269,218
187,16,1086,1036,269,214
188,16,1086,1036,269,210
189,16,1086,1036,269,206
190,16,1086,1036,269,202
191,16,1086,1036,269,198
192,16,1086,1036,269,194
193,16,1086,1036,269,190
194,16,1086,1036,269,186
196,16,1086,1036,269,182
197,16,1086,1036,269,178
198,16,1086,1036,237,217
199,16,1086,1036,237,213
200,16,1086,1036,237,209
201,16,1086,1036,237,205
202,16,1086,1036,237,201
203,16,1086,1036,237,197
204,16,1086,1036,237,193
205,16,1086,1036,237,189
206,16,1086,1036,237,185
207,16,1086,1036,237,181
208,16,1086,1036,237,177
209,16,1086,1036,237,173
210,16,1086,1036,262,218
211,16,1086,1036,262,214
212,16,1086,1036,262,210
213,16,1086,1036,262,206
214,16,1086,1036,262,202
215,16,1086,1036,262,198
216,16,1086,1036,262,194
217,16,1086,1036,262,190
218,16,1086,1036,262,186
219,16,1086,1036,262,182
220,16,1086,1036,262,178
221,16,1086,1036,262,174
29680,2,2410,1002,438,377,Guide
452356,6,240,1002,423,352,ArtisanWind
45,29,417,1036,217,218,Conductress
10065,2,6690,1036,318,227,Ethereal
