1,1075,0360,0005,1020,0607,0870
2,1020,0610,0874,1075,0360,0010
3,1020,0926,0557,1011,0453,0819
4,1020,0011,0377,1012,0527,0532
5,1020,0378,0009,1002,0555,0960
6,1005,0051,0073,1002,0459,0294
7,1015,0371,0165,1015,0451,0212
8,1015,0461,0216,1015,0495,0279
9,1015,0668,0908,1015,0564,0800
10,1015,0486,0783,1015,0570,0853
11,1015,0202,0230,1015,0150,0311
12,1015,0537,0690,1015,0759,0513
13,1015,0355,0442,1015,0205,0329
14,1015,0366,0165,1015,0496,0280
15,1015,0760,0511,1015,0532,0691
16,1015,0789,0480,1015,0169,0363
17,1015,1018,0710,1002,0232,0190
18,1015,0496,0287,1015,0609,0390
19,1015,0612,0397,1015,0698,0520
20,1015,0231,0431,1015,0389,0499
21,1015,0437,0658,1015,0345,0597
22,1015,0375,0223,1015,0410,0332
23,1015,0443,0586,1015,0485,0675
24,1015,0588,0602,1015,0584,0674
25,1015,0299,0202,1015,0288,0260
26,1015,0476,0348,1015,0344,0206
27,1015,0340,0558,1015,0511,0533
28,1015,0296,0598,1015,0195,0418
29,1015,0281,0254,1015,0200,0224
30,1015,0588,0602,1015,0584,0674
31,1015,0565,0851,1015,0649,0837
32,1015,0645,0838,1015,0531,0593
33,1015,0588,0680,1015,0742,0843
34,1015,0740,0837,1015,0722,0926
35,1015,0206,0488,1015,0294,0561
36,1015,0588,0680,1015,0742,0843
37,1015,0740,0837,1015,0722,0926
38,1015,0311,0463,1015,0511,0533
39,1015,0154,0307,1015,0200,0224
40,1015,0155,0415,1015,0199,0484
41,1000,0077,0319,1001,0312,0646
42,1000,0164,0471,1077,0755,0872
43,1000,0977,0668,1002,0074,0464
44,1027,0136,0099,1000,0312,0011
45,1026,0136,0099,1020,0528,0890
46,1511,0051,0073,1002,0430,0380
47,1009,0022,0029,1002,0430,0380
48,1001,0313,0652,1000,0085,0323
49,1300,0313,0652,1001,0675,0345
50,1028,0156,0090,1002,0053,0399
51,1101,0191,0163,1002,0430,0380
52,1042,0037,0058,1002,0342,0723
53,1077,0756,0877,1000,0161,0466
54,1076,0003,0361,1011,0851,0482
55,1011,0448,0822,1020,0919,0559
56,1011,0855,0482,1076,0007,0361
57,1011,0379,0023,1013,0054,0081
58,1011,0006,0376,1002,0958,0555
59,1014,0077,0032,1013,0059,0028
60,1014,0137,0090,1016,0050,0082
61,1016,0050,0088,1014,0133,0089
62,1013,0056,0087,1011,0379,0028
63,1013,0057,0021,1014,0081,0041
64,1004,0051,0073,1002,0402,0391
65,1007,0025,0028,1002,0430,0380
66,1008,0022,0029,1002,0430,0380
67,1012,0531,0534,1020,0016,0379
68,1006,0041,0031,1002,0386,0391
69,1002,0555,0964,1020,0379,0014
70,1002,0223,0196,1015,1010,0710
71,1002,0044,0394,1028,0157,0095
72,1002,0963,0557,1011,0011,0376
73,1002,0401,0387,1004,0051,0070
74,1002,0383,0388,1006,0037,0031
75,1025,0027,0065,1011,0930,0563
76,1098,0033,0043,1036,0199,0091
77,1099,0053,0086,1036,0199,0091
78,1100,0191,0163,1002,0430,0380
79,1102,0191,0163,1002,0430,0380
80,1103,0191,0163,1002,0430,0380
81,1104,0191,0163,1002,0430,0380
82,1105,0191,0163,1002,0430,0380
83,1106,0191,0163,1002,0430,0380
84,1107,0191,0163,1002,0430,0380
85,1108,0191,0163,1002,0430,0380
86,1109,0191,0163,1002,0430,0380
87,1204,0003,0160,1216,0949,0479
88,1216,0954,0479,1204,0008,0161
89,1204,1355,1199,1213,0009,0282
90,1213,0004,0281,1204,1350,1199
91,1213,1075,0798,1201,0008,0201
92,1201,0003,0201,1213,1070,0798
93,1201,0594,0397,1202,0009,0302
94,1202,0003,0301,1201,0589,0397
95,1202,0694,0398,1205,0008,0160
96,1205,0003,0160,1202,0689,0398
97,1205,1355,1198,1077,0361,0012
98,1216,0479,0954,1214,0641,0009
